,osm_id,building_name,date,lat,lng
346,1028350421,Nam Cheong Mansion,16/10/2022,114.1644311,22.3309838
347,1028690633,On Sheung Building,16/10/2022,114.1623386,22.32937
348,703349558,Fu Wa Mansion,16/10/2022,114.159178,22.3284272
349,753291646,Florence Plaza,16/10/2022,114.1542559,22.3399471
350,450172301,Residence 228,16/10/2022,114.1587215,22.3351958
351,766430644,Po Cheong Building,16/10/2022,114.142472,22.4992412
352,775717716,Sheung Fook Building,16/10/2022,114.1625603,22.3322203
353,207442733,Yee King Court,16/10/2022,114.1449365,22.2444801
354,825414645,Hang Shing Building,16/10/2022,114.1625968,22.3317282
355,770859745,Sun Ray Crest,16/10/2022,114.1618224,22.3330359
356,1028585184,Po Tai Building,16/10/2022,114.1646775,22.330313
357,1028582201,King Yip Building,16/10/2022,114.1650534,22.3305785
358,703459473,Wing Kee Mansion,16/10/2022,114.1597457,22.3279468
359,188579038,Begonia Court,16/10/2022,114.178647,22.3642639
360,770830214,Wah Hing Building,16/10/2022,114.1607603,22.3343711
361,1028434018,Happy Centre,16/10/2022,114.1630561,22.3303357
362,753291638,Green Court,16/10/2022,114.1537253,22.3400747
363,188579035,Pine Court,16/10/2022,114.1800656,22.3649992
364,494714011,Lung On Building,16/10/2022,114.1637135,22.3316049
365,695710789,Fu Wah Court,15/10/2022,114.2308188,22.3173675
366,758132180,The Ascent,15/10/2022,114.1593776,22.3364774
367,783574808,Chew Onn Building,15/10/2022,114.1590132,22.3293418
368,703349559,Tak Fu Building,15/10/2022,114.1588674,22.3286668
369,783317902,Tak Wong Building,15/10/2022,114.1625316,22.3309881
370,299215805,Peony Court,15/10/2022,114.2213974,22.3163575
371,705218342,Sun Po Building,15/10/2022,114.1606729,22.3364046
372,586076019,Sun Wing Building,15/10/2022,114.0266102,22.4460255
373,448850186,Wing Shun Building,15/10/2022,114.2242429,22.3152842
374,705218348,Hong Fook Building,14/10/2022,114.1611405,22.3357932
375,757775109,Hand Fair Court,14/10/2022,114.1578736,22.3368915
376,206061164,Kwai Cheung Building,14/10/2022,114.1262636,22.3597183
377,494506616,Graces Court,14/10/2022,114.1588256,22.3358672
378,827851777,Wai Bun Building,14/10/2022,114.1641027,22.33178
379,122353202,Wah Tong House,14/10/2022,114.2377329,22.2996326
380,450190865,Kam Hoi Mansion,14/10/2022,114.1569418,22.3294158
381,1028661048,Cheong Lok Building,14/10/2022,114.1627245,22.3302334
382,770819288,Richmond Court,14/10/2022,114.1613558,22.335197
383,1028661038,Nam Fong House,13/10/2022,114.1633059,22.3296701
384,450185041,Heya Delight,13/10/2022,114.154849,22.3397081
385,592099619,Hang Cheong Building,13/10/2022,114.0290589,22.4449853
386,817872393,Wellcome Mansion,13/10/2022,114.1620112,22.3307838
